,employee_id,age,gender,marital_status,avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
2193,119250,53,Male,Married,241,D00-ENG,0,0.867151,4,0,low,0.870609,1,5
2194,106921,25,Male,Unmarried,133,D00-SS,0,0.518467,2,0,low,0.429641,1,3
2195,105541,24,Female,Unmarried,98,D00-SS,0,0.842616,4,0,low,0.795833,0,4
2196,103081,27,Male,Unmarried,147,D00-FN,0,0.857871,3,0,medium,0.963771,0,8
2197,118001,39,Female,Married,220,D00-SP,0,0.734484,4,0,low,0.347934,0,3
2198,114143,34,Male,Married,137,D00-ENG,1,0.7244835,5,0,medium,0.488534,0,3
2199,114418,45,Male,Married,132,D00-MT,0,0.407653,2,0,low,0.484727,1,3
2200,107657,38,Female,Married,253,D00-SS,0,0.712256,4,0,low,0.594175,0,2
2201,110274,36,Female,Married,145,D00-PD,0,0.692696,5,0,medium,0.941951,0,2
2202,107631,42,Female,Married,242,D00-SP,0,0.652764,4,0,high,0.962008,0,3
2203,107523,30,Male,Married,224,D00-SS,0,0.625712,5,0,low,0.613895,0,3
2204,121894,25,Female,Unmarried,140,D00-SS,0,0.508459,2,0,low,0.469581,1,3
2205,110268,26,Female,Married,177,D00-SP,0,0.634428,4,0,medium,0.975402,0,4
2206,112270,40,Male,Married,137,D00-ENG,1,0.963059,5,0,low,0.138037,0,5
2207,113809,25,Male,Unmarried,152,D00-PD,0,0.471779,2,0,low,0.331055,1,3
2208,108946,22,Female,Unmarried,224,D00-SS,0,0.707302,3,0,low,0.761929,0,3
2209,104840,33,Male,Married,176,D00-SS,0,0.574021,4,0,medium,0.785057,0,2
2210,118080,25,Male,Unmarried,228,D00-SS,0,0.937202,4,0,low,0.745604,1,5
2211,102360,27,Male,Unmarried,217,D00-IT,0,0.640019,4,0,medium,0.925446,0,4
2212,111351,25,Female,Unmarried,265,D00-SS,0,0.792833,4,0,low,0.920042,1,6
2213,113741,28,Male,Unmarried,199,D00-ENG,0,0.505883,3,0,medium,1,0,10
2214,107245,28,Male,Unmarried,134,D00-SS,0,0.539469,2,0,low,0.491956,1,3
2215,128499,23,Female,Unmarried,256,D00-SP,1,0.913497,5,0,medium,0.75656,1,6
2216,119686,27,Male,Unmarried,161,D00-ENG,0,0.7244835,3,0,medium,0.688011,0,2
2217,106102,44,Male,Married,255,D00-SS,0,1,5,0,low,0.903335,1,6
2218,110381,24,Male,Unmarried,144,D00-SS,0,0.75053,3,0,medium,0.976237,0,3
2219,113761,25,Female,Unmarried,180,D00-MT,1,0.408692,3,0,medium,0.602719,0,5
2220,139725,26,Female,Unmarried,175,D00-ENG,0,0.811457,3,0,medium,0.827576,0,3
2221,115912,25,Female,Unmarried,263,D00-IT,0,0.822846,4,0,low,0.870474,0,3
2222,109801,22,Female,Unmarried,183,D00-SS,0,0.552857,3,0,low,0.989891,0,3
2223,107366,23,Male,Unmarried,205,D00-MN,1,0.704796,3,0,medium,0.926319,0,8
2224,118133,32,Male,Married,160,D00-MN,0,0.660958,5,0,high,0.599743,0,3
2225,110267,48,Female,Married,274,D00-SP,0,0.754134,6,0,medium,0.0671842,1,4
2226,108755,54,Male,Married,278,D00-ENG,0,0.545104,7,0,low,0.307959,1,3
2227,116155,22,Male,Unmarried,199,D00-ENG,0,0.641566,3,0,low,0.440463,0,2
2228,103545,51,Female,Married,168,D00-SP,0,0.847445,4,1,low,0.963845,0,3
2229,112394,22,Female,Unmarried,132,D00-SS,0,0.538856,5,0,low,0.287958,1,5
2230,106234,23,Female,Unmarried,225,D00-MN,1,0.839052,2,1,high,0.501308,0,7
2231,110453,24,Female,Unmarried,197,D00-IT,0,0.960157,3,0,medium,0.767949,0,3
2232,100714,23,Female,Unmarried,152,D00-MT,0,0.656922,3,0,low,0.702101,0,2
2233,106616,32,Male,Married,258,D00-SS,0,0.650626,4,0,low,0.771356,0,3
2234,114269,22,Male,Unmarried,268,D00-SS,0,0.7611,3,0,low,0.847255,0,3
2235,116124,37,Male,Married,260,D00-ENG,0,0.729134,5,0,medium,0.925468,0,6
2236,100673,32,Male,Married,271,D00-IT,0,0.673748,4,0,medium,0.483977,0,3
2237,107282,22,Male,Unmarried,134,D00-FN,0,0.928815,4,0,low,0.470573,0,4
2238,101449,57,Male,Married,254,D00-PR,1,0.957696,7,0,medium,0.112467,1,4
2239,114542,22,Male,Unmarried,219,D00-SP,0,0.696307,3,0,low,1,0,3
2240,116107,47,Female,Married,274,D00-ENG,0,0.565158,5,0,medium,0.624981,0,3
2241,109956,23,Male,Unmarried,226,D00-FN,0,0.906416,3,0,medium,0.784274,0,2
2242,101407,37,Male,Married,156,D00-SS,0,0.706314,4,0,low,0.751154,0,3
2243,103634,28,Male,Unmarried,143,D00-SS,0,0.453559,2,0,low,0.383295,1,3
2244,110306,46,Female,Married,135,D00-SS,0,0.802851,4,0,low,0.667746,0,2
2245,111513,25,Male,Unmarried,129,D00-SS,0,0.503487,2,0,low,0.470683,1,3
2246,112496,23,Male,Unmarried,271,D00-MN,1,0.765364,2,0,medium,0.546902,0,8
2247,114462,25,Female,Unmarried,296,D00-SS,0,0.677557,2,0,medium,0.467873,1,5
2248,111425,23,Female,Unmarried,248,D00-SS,0,0.859384,5,0,low,0.933486,1,5
2249,108778,24,Female,Unmarried,168,D00-IT,0,0.889985,3,0,medium,0.740452,0,3
2250,101147,54,Male,Married,134,D00-PD,0,0.530971,5,0,low,0.555562,0,3
2251,117879,28,Male,Unmarried,272,D00-SS,0,0.854549,7,0,medium,0.11795,1,4
2252,102810,22,Male,Unmarried,132,D00-SS,0,0.461583,2,0,low,0.480522,1,3
2253,102499,29,Male,Unmarried,221,D00-ENG,0,0.579024,3,0,low,1,0,3
2254,119699,22,Male,Unmarried,281,D00-SS,0,0.531937,4,0,medium,0.190745,0,7
2255,104264,24,Female,Unmarried,161,D00-SP,0,0.929123,4,0,low,0.766101,0,3
2256,101485,22,Female,Unmarried,238,D00-SP,0,0.807925,3,0,medium,1,0,2
2257,113738,47,Male,Married,140,D00-SP,0,0.521566,2,0,low,0.461044,1,3
2258,116259,48,Male,Married,289,D00-SS,0,0.83486,6,0,high,0.0592893,1,4
2259,111322,54,Female,Married,245,D00-IT,0,0.964254,4,0,medium,0.894402,0,4
2260,109270,34,Male,Married,172,D00-PD,0,0.557488,4,0,high,0.75692,0,3
2261,101443,23,Male,Unmarried,159,D00-SS,0,0.7244835,2,0,low,0.362634,1,3
2262,117068,28,Male,Unmarried,103,D00-ENG,0,0.434515,3,0,high,0.57173,0,2
2263,100527,29,Male,Unmarried,226,D00-SP,0,0.50039,2,0,high,0.47946,0,3
2264,105426,32,Female,Married,104,D00-SS,0,0.495215,4,0,low,0.385974,0,3
2265,106438,27,Male,Unmarried,247,D00-ENG,0,0.888631,2,0,low,0.672912,0,3
2266,108832,35,Male,Married,170,D00-SP,0,0.946779,4,0,medium,0.587847,0,3
2267,110049,27,Female,Married,196,D00-ENG,0,0.57964,5,0,medium,1,0,3
2268,115250,28,Male,Unmarried,157,D00-SS,0,0.7244835,3,0,medium,0.980236,0,3
2269,100572,25,Male,Unmarried,189,D00-SP,0,0.811696,2,0,low,0.753313,0,3
2270,110545,41,Male,Married,245,D00-SS,0,0.739307,4,0,low,0.646314,0,3
2271,100710,45,Male,Married,180,D00-MT,0,0.663304,5,0,low,0.634261,0,2
2272,114859,41,Male,Married,274,D00-SS,0,0.424523,4,0,low,0.670401,0,3
2273,111224,44,Female,Married,136,D00-SS,0,0.658188,5,0,medium,0.675034,0,3
2274,101148,22,Male,Unmarried,227,D00-SP,0,0.66631,3,0,medium,0.926276,0,2
2275,109864,28,Male,Unmarried,230,D00-AD,0,0.85352,3,1,medium,0.803537,0,3
2276,105834,24,Male,Unmarried,141,D00-SS,0,0.618709,3,0,medium,0.619661,0,3
2277,108594,26,Female,Married,151,D00-ENG,0,0.7244835,6,0,low,0.409562,0,2
2278,113367,24,Male,Unmarried,136,D00-ENG,1,0.510906,3,0,low,0.641524,0,3
2279,117642,29,Female,Married,192,D00-SS,0,0.848069,4,0,low,0.16555,0,4
2280,104005,35,Male,Married,260,D00-PR,1,0.714554,5,0,low,0.833855,0,3
2281,137289,39,Male,Married,171,D00-PD,0,0.87027,4,0,low,0.887631,0,2
2282,103202,45,Male,Married,286,D00-IT,0,0.952131,6,0,medium,0.121377,1,4
2283,108403,40,Male,Married,254,D00-ENG,0,0.902197,5,0,medium,0.550985,0,2
2284,112634,34,Male,Married,201,D00-MN,1,0.689823,4,0,medium,0.605686,0,10
2285,117888,48,Male,Married,180,D00-PR,1,0.695725,4,0,medium,0.665223,0,3
2286,102680,47,Male,Married,189,D00-IT,0,0.7244835,4,0,medium,0.649771,0,3
2287,115073,53,Female,Married,257,D00-ENG,0,0.795926,4,0,low,0.651238,0,3
2288,114682,53,Female,Married,308,D00-SS,0,0.92563,7,0,medium,0.0951464,1,5
2289,114483,25,Female,Unmarried,133,D00-SS,0,0.565488,2,0,low,0.424687,1,3
2290,100401,22,Female,Unmarried,217,D00-SS,0,0.67518,3,0,medium,0.753794,0,2
2291,114301,25,Female,Unmarried,98,D00-IT,0,0.96688,3,0,medium,0.644019,0,3
2292,109130,28,Male,Unmarried,224,D00-ENG,0,0.783757,3,0,low,0.86663,0,3
2293,101317,33,Male,Married,239,D00-ENG,0,0.586153,4,0,medium,0.942007,0,2
2294,110259,25,Male,Unmarried,151,D00-ENG,0,0.673371,3,0,low,0.63962,0,3
2295,106107,25,Female,Unmarried,160,D00-PD,0,0.801463,4,0,high,0.598081,0,2
2296,113237,27,Male,Unmarried,130,D00-ENG,0,0.504511,2,0,low,0.514539,1,3
2297,105932,24,Female,Unmarried,187,D00-ENG,1,0.739513,3,0,medium,0.820918,0,3
2298,111734,40,Male,Married,251,D00-SS,0,0.92291,5,0,high,0.601719,0,2
2299,102138,25,Female,Unmarried,258,D00-SS,0,0.421447,3,0,medium,0.161977,0,5
2300,117165,29,Male,Unmarried,254,D00-PD,0,0.824611,5,0,medium,0.914266,1,5
2301,116192,44,Female,Married,219,D00-SP,0,0.885766,6,0,low,0.294742,1,5
2302,113601,32,Male,Married,221,D00-ENG,0,0.504199,5,0,medium,0.74234,0,3
2303,116061,46,Male,Married,246,D00-FN,0,0.588009,4,0,low,0.648628,0,2
2304,106073,22,Female,Unmarried,264,D00-SS,0,0.601641,3,0,medium,0.965691,0,2
2305,119860,23,Female,Unmarried,157,D00-IT,0,0.479849,2,0,low,0.376062,1,3
2306,116064,45,Male,Married,155,D00-SS,0,0.884311,4,0,low,0.666979,0,4
2307,105593,28,Male,Unmarried,193,D00-SP,0,0.644763,2,0,medium,0.758894,0,5
2308,106740,24,Male,Unmarried,134,D00-SP,0,0.588403,2,0,low,0.373409,1,3
2309,108122,25,Male,Unmarried,191,D00-SS,0,0.783064,3,0,medium,0.96907,0,2
2310,100222,36,Male,Married,151,D00-SS,0,0.715168,4,0,medium,0.987268,0,4
2311,104512,31,Female,Married,163,D00-SS,0,0.753989,4,1,medium,0.483513,0,4
2312,103481,22,Male,Unmarried,133,D00-SS,0,0.818014,3,0,medium,0.591914,0,3
2313,110182,26,Female,Married,220,D00-SS,0,0.791097,4,0,medium,0.820915,0,3
2314,122782,23,Female,Unmarried,145,D00-SS,0,0.436839,2,0,medium,0.423205,1,3
2315,106910,52,Female,Married,216,D00-SS,0,0.718208,5,0,low,0.767245,0,3
2316,116001,24,Male,Unmarried,180,D00-SS,0,0.593815,3,0,low,0.793787,0,2
2317,105611,23,Female,Unmarried,186,D00-PD,0,0.412583,2,0,low,0.492986,0,2
2318,100674,36,Male,Married,264,D00-ENG,0,0.857476,5,0,medium,0.880883,0,3
2319,114328,31,Male,Married,135,D00-SS,1,0.609388,4,0,medium,0.609776,0,2
2320,118752,29,Male,Unmarried,183,D00-MT,0,0.537325,4,1,medium,0.481311,0,2
2321,104618,25,Male,Unmarried,252,D00-IT,0,0.927306,4,0,low,0.549253,0,4
2322,104751,22,Female,Unmarried,266,D00-SP,1,0.729484,4,0,low,0.731317,0,2
2323,102401,24,Male,Unmarried,180,D00-SS,0,0.712816,3,0,low,0.73555,0,3
2324,110469,28,Male,Unmarried,154,D00-SS,0,0.580014,2,0,high,0.962171,0,4
2325,106122,54,Male,Married,169,D00-SS,0,0.757482,5,0,low,0.572995,0,2
2326,104445,23,Female,Unmarried,262,D00-ENG,0,0.576345,3,0,low,0.900914,0,3
2327,117900,38,Male,Married,192,D00-SS,0,0.778695,4,0,medium,0.688277,0,4
2328,113314,27,Male,Unmarried,240,D00-SS,0,0.911486,3,0,high,0.845784,0,3
2329,118308,41,Male,Married,187,D00-MT,0,0.918889,4,0,medium,0.968037,0,2
2330,105425,43,Male,Married,215,D00-SS,0,0.611943,6,0,low,0.172942,0,5
2331,116894,24,Male,Unmarried,201,D00-SP,0,0.769415,3,0,low,0.926576,0,3
2332,111999,24,Male,Unmarried,152,D00-ENG,0,0.564566,2,0,low,0.399601,1,3
2333,110710,30,Male,Married,164,D00-SS,0,0.635711,4,0,low,0.903469,0,3
2334,108499,28,Male,Unmarried,201,D00-SS,1,0.605892,4,0,medium,0.9218,0,2
2335,112538,52,Male,Married,151,D00-ENG,0,0.752474,2,0,low,0.358688,1,4
2336,105544,54,Male,Married,257,D00-SP,0,0.838245,4,0,low,0.576118,0,2
2337,113365,28,Male,Unmarried,124,D00-SP,0,0.541764,2,0,low,0.325893,0,3
2338,114991,40,Female,Married,167,D00-MN,0,0.876366,4,0,high,0.588362,0,4
2339,116899,27,Male,Unmarried,235,D00-ENG,0,0.540343,2,0,medium,0.490934,0,2
2340,116346,29,Male,Unmarried,207,D00-ENG,0,0.959135,2,0,medium,0.197046,0,3
2341,109157,25,Female,Unmarried,203,D00-SP,0,0.813183,3,0,medium,0.796375,0,3
2342,103688,46,Male,Married,208,D00-PR,0,0.532424,5,0,low,0.295015,0,5
2343,118263,25,Male,Unmarried,262,D00-ENG,1,0.88597,6,0,low,0.0672993,1,5
2344,103294,50,Male,Married,200,D00-ENG,0,0.645603,4,0,low,0.649963,0,3
2345,109873,28,Male,Unmarried,177,D00-AD,0,0.807872,4,0,medium,0.765409,0,3
2346,125032,25,Female,Unmarried,154,D00-SP,0,0.592418,2,0,low,0.379845,1,3
2347,101081,28,Male,Unmarried,231,D00-SS,1,0.7244835,3,0,medium,0.741772,0,3
2348,105530,52,Male,Married,254,D00-SP,0,0.588501,5,0,high,0.596916,0,4
2349,107196,43,Male,Married,237,D00-SP,0,0.831173,5,0,high,0.816605,1,5
2350,119683,25,Female,Unmarried,267,D00-SS,0,0.686453,3,0,low,0.718841,0,5
2351,118200,22,Male,Unmarried,236,D00-PD,0,0.64305,3,0,medium,0.83052,0,2
2352,117335,53,Female,Married,222,D00-SS,0,0.845943,5,0,medium,0.647304,0,3
2353,116512,22,Male,Unmarried,148,D00-MN,1,0.482814,2,0,medium,0.390004,1,3
2354,104679,33,Male,Married,271,D00-SS,0,0.54991,4,0,low,0.535092,0,3
2355,119417,41,Male,Married,270,D00-PD,0,0.7244835,4,0,low,0.474943,0,3
2356,106254,28,Female,Married,249,D00-SP,0,0.70716,5,0,medium,0.963572,0,3
2357,115432,25,Female,Unmarried,149,D00-FN,0,0.7244835,3,0,medium,0.878539,0,2
2358,118131,53,Male,Married,266,D00-MN,0,0.943639,5,1,high,0.790477,0,10
2359,117652,45,Male,Married,245,D00-SS,0,0.795245,4,0,medium,0.792704,1,5
2360,100590,24,Female,Unmarried,254,D00-FN,0,0.649652,3,0,low,0.601996,0,2
2361,105071,53,Male,Married,240,D00-SS,0,0.7244835,5,0,low,0.99988,0,3
2362,115969,35,Male,Married,300,D00-MN,0,0.983852,7,0,medium,0.14232,1,4
2363,108688,34,Female,Married,237,D00-SS,0,0.848149,4,0,low,1,0,4
2364,109421,52,Male,Married,233,D00-ENG,0,0.873514,4,0,high,0.860563,0,4
2365,116978,22,Male,Unmarried,253,D00-PR,1,0.736265,3,0,medium,0.76075,0,4
2366,104080,36,Male,Married,280,D00-IT,1,0.7244835,4,0,medium,0.912474,0,3
2367,112985,26,Male,Unmarried,271,D00-SS,0,0.797662,4,0,low,0.858865,0,4
2368,105441,51,Male,Married,96,D00-IT,1,0.640615,5,0,low,0.292547,0,2
2369,124027,50,Female,Married,162,D00-ENG,0,0.967744,5,0,low,0.754687,1,4
2370,105744,24,Male,Unmarried,253,D00-SP,0,0.627026,3,0,low,1,0,3
2371,110731,24,Female,Unmarried,244,D00-PD,0,0.7244835,3,0,low,0.752765,0,2
2372,107093,34,Female,Married,178,D00-SS,0,0.857532,5,0,medium,0.573586,0,4
2373,115780,23,Male,Unmarried,135,D00-SS,0,0.515014,2,0,medium,0.387338,1,3
2374,133799,30,Male,Married,265,D00-SS,0,0.619212,3,0,low,0.62377,0,4
2375,100335,31,Male,Married,243,D00-ENG,0,0.62301,7,0,medium,0.554966,1,5
2376,119765,24,Male,Unmarried,265,D00-IT,0,0.633354,2,0,low,1,0,2
2377,114697,52,Male,Married,146,D00-SP,0,0.504,4,0,medium,0.55977,0,2
2378,113347,24,Male,Unmarried,216,D00-SS,1,0.58436,3,0,low,0.715251,0,3
2379,100653,24,Male,Unmarried,131,D00-IT,0,0.459026,2,0,medium,0.376977,1,3
2380,115785,23,Male,Unmarried,140,D00-SS,0,0.99915,2,0,medium,0.503041,0,2
2381,107131,25,Male,Unmarried,187,D00-SS,1,0.998022,3,0,medium,0.586819,0,3
2382,141883,45,Female,Married,254,D00-SP,0,0.849195,5,0,low,0.650975,0,2
2383,115153,24,Female,Unmarried,140,D00-PR,0,0.716535,3,0,low,0.644489,0,3
2384,115280,24,Female,Unmarried,201,D00-SP,1,0.722009,3,0,medium,0.811143,0,6
2385,107908,25,Female,Unmarried,236,D00-SS,0,0.66404,3,0,high,0.925595,0,2
2386,142250,27,Male,Unmarried,232,D00-IT,0,0.744061,3,0,medium,0.521077,0,2
2387,123207,44,Female,Married,260,D00-SS,0,0.884909,6,0,low,0.109773,1,5
2388,122740,24,Female,Unmarried,136,D00-SS,0,0.422089,2,0,medium,0.454702,1,3
2389,119703,22,Male,Unmarried,168,D00-SS,0,0.604905,3,0,low,0.525616,0,3
2390,105003,26,Male,Unmarried,160,D00-SS,0,0.73114,2,0,low,0.243696,0,4
2391,106710,28,Male,Unmarried,180,D00-SS,0,0.873993,3,0,medium,0.749138,0,7
2392,117411,24,Female,Unmarried,246,D00-SS,0,0.887787,4,0,low,0.960928,1,5
2393,117730,27,Male,Unmarried,149,D00-SS,1,0.544528,2,0,low,0.830341,0,2
2394,110514,42,Female,Married,144,D00-SP,1,0.7244835,5,0,low,0.602404,0,3
2395,110105,39,Male,Married,161,D00-SP,0,0.678188,5,0,medium,0.560898,0,2
2396,110908,53,Male,Married,257,D00-IT,0,0.905555,5,0,low,0.766014,1,5
2397,111223,28,Male,Unmarried,190,D00-ENG,0,0.438667,3,0,low,0.419785,0,2
2398,107976,40,Male,Married,234,D00-SS,0,0.89538,4,0,low,0.794658,1,5
2399,108383,24,Male,Unmarried,154,D00-SP,0,0.539031,2,1,medium,0.404225,1,3
2400,103004,42,Male,Married,161,D00-IT,0,0.951273,5,0,medium,0.25266,0,5
2401,101338,29,Male,Unmarried,275,D00-ENG,0,0.906265,4,0,medium,0.948739,1,5
2402,116985,27,Male,Unmarried,174,D00-SP,0,0.7244835,3,0,low,0.643798,0,2
2403,129338,25,Female,Unmarried,156,D00-SS,0,0.555181,2,0,medium,0.409241,1,3
2404,112955,41,Male,Married,269,D00-FN,0,0.7244835,6,0,high,0.132166,0,2
2405,134923,42,Female,Married,221,D00-ENG,0,0.641297,4,0,medium,0.759549,0,4
2406,116021,22,Male,Unmarried,143,D00-ENG,0,0.425382,2,0,high,0.402679,1,3
2407,116191,46,Male,Married,288,D00-SP,0,0.992099,7,0,medium,0.0839241,1,4
2408,101810,33,Male,Married,182,D00-ENG,0,0.675015,5,0,low,0.152227,0,4
2409,105921,26,Male,Unmarried,251,D00-SS,1,0.753048,3,0,low,0.942901,0,2
2410,112035,46,Male,Married,291,D00-FN,0,0.770365,7,0,low,0.123901,1,4
2411,107455,46,Male,Married,161,D00-ENG,0,0.849773,6,0,low,0.704978,1,4
2412,104228,32,Female,Married,224,D00-SP,1,0.972674,6,0,medium,0.208546,0,5
2413,117794,27,Male,Unmarried,135,D00-SS,0,0.562281,3,0,medium,0.797341,0,3
2414,112051,24,Male,Unmarried,221,D00-SS,1,0.845593,3,0,medium,1,0,3
2415,106481,40,Male,Married,244,D00-SS,0,1,5,0,medium,0.663544,0,2
2416,104972,30,Male,Married,196,D00-SS,1,0.500104,4,0,low,0.707644,0,2
2417,106975,38,Female,Married,167,D00-ENG,1,0.948621,5,0,low,0.383209,0,3
2418,117544,41,Male,Married,210,D00-MN,0,0.634619,4,0,medium,0.861227,0,3
2419,118612,28,Male,Unmarried,231,D00-SS,0,0.552934,3,0,low,0.498266,0,2
2420,108626,22,Female,Unmarried,218,D00-ENG,1,0.564657,2,0,low,0.557592,0,2
2421,130281,32,Male,Married,210,D00-MN,0,0.837113,3,0,medium,0.789601,0,3
2422,107617,41,Male,Married,198,D00-SS,0,0.764518,4,0,medium,0.834759,0,2
2423,102472,27,Male,Unmarried,198,D00-PD,1,0.7244835,3,0,low,0.771363,0,3
2424,105127,41,Female,Married,236,D00-ENG,1,0.796938,4,0,medium,0.936104,0,3
2425,110219,25,Female,Unmarried,139,D00-MT,0,0.519777,2,0,low,0.372463,1,3
2426,116032,37,Male,Married,160,D00-SP,1,0.740069,5,0,low,0.966901,0,5
2427,116857,32,Male,Married,160,D00-SP,0,1,4,0,low,0.706242,0,2
2428,107839,25,Male,Unmarried,167,D00-SS,0,0.944119,3,0,low,0.665435,0,3
2429,106617,32,Male,Married,209,D00-MT,0,0.683482,5,0,medium,0.43357,0,4
2430,116782,52,Male,Married,130,D00-IT,0,0.969947,6,0,low,0.866818,0,5
2431,114643,22,Female,Unmarried,97,D00-SP,0,0.535065,3,0,low,0.478771,0,4
2432,107285,22,Male,Unmarried,105,D00-SS,0,0.81666,4,0,high,0.695538,0,5
2433,106268,48,Male,Married,186,D00-ENG,0,0.562801,4,0,medium,0.935323,0,4
2434,101299,22,Male,Unmarried,185,D00-PR,0,0.78444,4,0,medium,0.943974,0,3
2435,108501,22,Female,Unmarried,112,D00-MN,0,0.525288,2,0,medium,0.532345,0,4
2436,101355,28,Male,Unmarried,149,D00-PD,0,0.515114,3,0,low,0.760347,0,10
2437,105701,51,Male,Married,146,D00-ENG,0,0.996374,4,0,low,0.554134,0,10
2438,107024,42,Male,Married,239,D00-IT,0,0.866908,4,0,low,0.707659,1,6
2439,110714,50,Male,Married,246,D00-SP,0,0.328417,5,0,medium,0.461553,0,3
2440,116758,25,Female,Unmarried,156,D00-MN,0,0.590844,2,0,medium,0.517473,0,2
2441,110667,22,Female,Unmarried,206,D00-SS,0,0.562401,4,0,medium,0.538882,0,3
2442,111117,33,Male,Married,246,D00-MN,0,0.7244835,4,0,medium,0.527934,0,3
2443,104653,41,Male,Married,158,D00-ENG,0,0.587732,4,0,medium,0.945926,0,6
2444,116091,40,Male,Married,219,D00-PD,0,0.418628,6,0,low,1,0,6
2445,111853,23,Male,Unmarried,166,D00-IT,0,0.796802,3,0,low,0.923566,0,2
2446,106007,24,Female,Unmarried,181,D00-ENG,0,0.700541,3,0,low,0.9783,0,2
2447,111558,48,Male,Married,276,D00-SP,0,1,4,0,low,0.773022,1,5
2448,100747,28,Male,Unmarried,175,D00-SP,0,0.882885,4,0,low,0.569623,0,3
2449,103893,23,Female,Unmarried,194,D00-SS,0,0.7244835,4,0,low,0.616816,0,3
2450,116224,22,Male,Unmarried,130,D00-SS,0,0.896659,2,0,medium,0.564823,0,4
2451,109456,26,Male,Unmarried,196,D00-SS,1,0.997451,3,0,medium,0.165888,0,5
2452,100220,40,Male,Married,245,D00-ENG,0,0.647658,5,0,medium,0.839092,0,4
2453,106950,24,Female,Unmarried,180,D00-SP,1,0.7244835,3,0,high,1,0,2
2454,118881,33,Male,Married,198,D00-IT,0,0.739867,5,0,medium,0.877858,0,4
2455,112522,41,Male,Married,283,D00-SP,0,0.831406,6,0,low,0.123656,1,4
2456,106082,23,Female,Unmarried,131,D00-ENG,0,0.411159,3,0,low,0.6438,0,2
2457,124972,25,Female,Unmarried,143,D00-SS,0,0.498009,2,0,low,0.476633,1,3
2458,131380,35,Female,Married,199,D00-IT,0,0.667736,4,0,medium,0.755225,0,2
2459,133472,39,Female,Married,268,D00-ENG,0,0.887863,4,0,medium,0.724868,0,3
2460,105273,27,Male,Unmarried,127,D00-SS,0,0.541945,2,0,medium,0.457573,1,3
2461,100142,27,Male,Unmarried,212,D00-SS,0,0.759058,4,0,low,0.966335,0,3
2462,107784,28,Male,Unmarried,98,D00-SS,0,0.670048,3,0,low,0.348939,0,2
2463,119922,27,Male,Unmarried,149,D00-PD,0,0.7244835,2,0,high,0.420833,1,3
2464,101107,23,Male,Unmarried,218,D00-ENG,1,0.508809,3,0,medium,0.555792,0,2
2465,104623,52,Male,Married,289,D00-SS,0,0.813999,6,0,high,0.0401908,1,4
2466,107388,23,Male,Unmarried,265,D00-PD,0,0.799302,3,0,medium,0.896606,0,3
2467,115415,25,Male,Unmarried,274,D00-SS,0,0.682855,3,0,low,1,0,3
2468,105384,29,Male,Unmarried,172,D00-MN,0,0.90366,3,0,medium,0.585822,0,3
2469,101801,28,Male,Unmarried,150,D00-ENG,0,0.76188,2,0,medium,0.940593,0,2
2470,113745,24,Male,Unmarried,202,D00-IT,0,0.737944,3,0,medium,0.689734,0,2
2471,115205,26,Male,Unmarried,159,D00-ENG,1,0.7244835,2,0,low,0.468977,1,3
2472,117533,25,Male,Unmarried,139,D00-SS,0,0.512445,2,0,low,0.384668,1,3
2473,125002,41,Female,Married,281,D00-SS,0,0.93795,7,0,low,0.0928247,1,4
2474,111303,53,Female,Married,218,D00-SP,1,0.608816,5,0,medium,0.14584,0,4
2475,114474,27,Male,Unmarried,158,D00-PR,0,0.512784,3,0,low,0.945915,0,2
2476,105690,23,Female,Unmarried,132,D00-SP,0,0.7244835,3,0,medium,0.738361,0,2
2477,117008,23,Male,Unmarried,156,D00-SP,0,0.931304,3,0,medium,0.728697,0,2
2478,110203,23,Female,Unmarried,150,D00-SS,0,0.7244835,3,1,low,0.537085,0,2
2479,130595,34,Male,Married,242,D00-SS,0,0.952685,3,0,low,0.873976,0,5
2480,113086,25,Female,Unmarried,194,D00-ENG,0,0.7244835,3,0,medium,0.965085,0,3
2481,113609,53,Male,Married,217,D00-PR,0,0.569228,5,0,low,0.863806,0,3
2482,105447,28,Male,Unmarried,183,D00-FN,0,0.703182,3,0,medium,0.73061,0,3
2483,101332,43,Male,Married,108,D00-ENG,0,0.614357,4,0,medium,0.763956,0,6
2484,109491,40,Male,Married,102,D00-SS,0,0.588434,4,0,low,0.821423,0,3
2485,128051,25,Female,Unmarried,153,D00-PD,0,0.7244835,2,0,low,0.329872,1,3
2486,115743,47,Female,Married,131,D00-SP,0,0.747806,5,0,low,0.715228,0,8
2487,117959,23,Male,Unmarried,127,D00-IT,0,0.5052,2,0,low,0.433438,1,3
2488,107803,22,Female,Unmarried,161,D00-SS,1,0.977058,3,0,low,0.877214,0,2
2489,100553,24,Male,Unmarried,158,D00-SS,0,1,3,0,low,0.261909,0,3
2490,114279,34,Male,Married,226,D00-MN,0,0.875136,5,0,high,0.51702,0,2
2491,114693,48,Male,Married,161,D00-SS,0,0.504843,5,0,medium,0.659063,0,2
2492,127385,37,Female,Married,309,D00-SS,0,0.863702,6,0,medium,0.159876,1,4
2493,113324,44,Male,Married,193,D00-SP,0,0.517642,6,0,medium,0.207047,0,4
